entry,at,order
"-- starting hand #40 (id: hwl3xrkyde3e)  (No Limit Texas Hold'em) (dealer: ""ramune @ 3rSQmMhWok"") --",2025-11-15T03:53:47.391Z,176317882739100
"-- ending hand #39 --",2025-11-15T03:53:44.468Z,176317882446802
"""wafu @ Oc04ITRF7i"" collected 2400 from pot",2025-11-15T03:53:44.468Z,176317882446801
"Uncalled bet of 600 returned to ""wafu @ Oc04ITRF7i""",2025-11-15T03:53:44.468Z,176317882446800
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:53:43.651Z,176317882365100
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:53:42.568Z,176317882256800
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:53:41.182Z,176317882118200
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:53:40.114Z,176317882011400
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:53:35.884Z,176317881588400
"""wafu @ Oc04ITRF7i"" posts a big blind of 1200",2025-11-15T03:53:33.579Z,176317881357915
"""ramune @ 3rSQmMhWok"" posts a small blind of 600",2025-11-15T03:53:33.579Z,176317881357914
"""tanaka @ InoI33tFUO"" posts an ante of 200",2025-11-15T03:53:33.579Z,176317881357913
"""whywaita @ DtjzvbAuKs"" posts an ante of 200",2025-11-15T03:53:33.579Z,176317881357912
"""ANN @ IjVUpuZ9EK"" posts an ante of 200",2025-11-15T03:53:33.579Z,176317881357911
"""wafu @ Oc04ITRF7i"" posts an ante of 200",2025-11-15T03:53:33.579Z,176317881357910
"""ramune @ 3rSQmMhWok"" posts an ante of 200",2025-11-15T03:53:33.579Z,176317881357909
"""piyo @ 8_zd4NO6-H"" posts an ante of 200",2025-11-15T03:53:33.579Z,176317881357908
"Your hand is 9♠, 5♠",2025-11-15T03:53:33.579Z,176317881357906
"Player stacks: #1 ""piyo @ 8_zd4NO6-H"" (47200) | #5 ""ramune @ 3rSQmMhWok"" (36544) | #6 ""wafu @ Oc04ITRF7i"" (59658) | #7 ""ANN @ IjVUpuZ9EK"" (56872) | #9 ""whywaita @ DtjzvbAuKs"" (125284) | #10 ""tanaka @ InoI33tFUO"" (24442)",2025-11-15T03:53:33.579Z,176317881357901
"-- starting hand #39 (id: 4djby1f9gkcv)  (No Limit Texas Hold'em) (dealer: ""piyo @ 8_zd4NO6-H"") --",2025-11-15T03:53:33.579Z,176317881357900
"-- ending hand #38 --",2025-11-15T03:53:27.569Z,176317880756902
"""ramune @ 3rSQmMhWok"" collected 12600 from pot with Pair, 4's (combination: 4♥, 4♠, A♣, 10♠, 8♠)",2025-11-15T03:53:27.569Z,176317880756901
"""ramune @ 3rSQmMhWok"" shows a 10♠, 4♥.",2025-11-15T03:53:27.569Z,176317880756900
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T03:53:26.727Z,176317880672700
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:53:09.576Z,176317878957600
"River: 8♠, A♣, 4♠, 5♦ [7♠]",2025-11-15T03:53:04.689Z,176317878468900
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T03:53:03.845Z,176317878384500
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:53:01.799Z,176317878179900
"Turn: 8♠, A♣, 4♠ [5♦]",2025-11-15T03:52:59.104Z,176317877910400
"""ramune @ 3rSQmMhWok"" calls 3000",2025-11-15T03:52:58.287Z,176317877828700
"""whywaita @ DtjzvbAuKs"" bets 3000",2025-11-15T03:52:51.512Z,176317877151200
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:52:38.950Z,176317875895000
"Flop:  [8♠, A♣, 4♠]",2025-11-15T03:52:35.262Z,176317875526200
"""ramune @ 3rSQmMhWok"" calls 2400",2025-11-15T03:52:34.447Z,176317875444700
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:52:30.622Z,176317875062200
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:52:29.605Z,176317874960500
"""whywaita @ DtjzvbAuKs"" raises to 2400",2025-11-15T03:52:27.581Z,176317874758100
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:52:20.793Z,176317874079300
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:52:19.715Z,176317873971500
"""ramune @ 3rSQmMhWok"" posts a big blind of 1200",2025-11-15T03:52:17.200Z,176317873720015
"""piyo @ 8_zd4NO6-H"" posts a small blind of 600",2025-11-15T03:52:17.200Z,176317873720014
"""tanaka @ InoI33tFUO"" posts an ante of 200",2025-11-15T03:52:17.200Z,176317873720013
"""whywaita @ DtjzvbAuKs"" posts an ante of 200",2025-11-15T03:52:17.200Z,176317873720012
"""ANN @ IjVUpuZ9EK"" posts an ante of 200",2025-11-15T03:52:17.200Z,176317873720011
"""wafu @ Oc04ITRF7i"" posts an ante of 200",2025-11-15T03:52:17.200Z,176317873720010
"""ramune @ 3rSQmMhWok"" posts an ante of 200",2025-11-15T03:52:17.200Z,176317873720009
"""piyo @ 8_zd4NO6-H"" posts an ante of 200",2025-11-15T03:52:17.200Z,176317873720008
"Your hand is 3♥, Q♦",2025-11-15T03:52:17.200Z,176317873720006
"Player stacks: #1 ""piyo @ 8_zd4NO6-H"" (48000) | #5 ""ramune @ 3rSQmMhWok"" (29544) | #6 ""wafu @ Oc04ITRF7i"" (59858) | #7 ""ANN @ IjVUpuZ9EK"" (57072) | #9 ""whywaita @ DtjzvbAuKs"" (130884) | #10 ""tanaka @ InoI33tFUO"" (24642)",2025-11-15T03:52:17.200Z,176317873720001
"-- starting hand #38 (id: pp3m67epcpgl)  (No Limit Texas Hold'em) (dealer: ""tanaka @ InoI33tFUO"") --",2025-11-15T03:52:17.200Z,176317873720000
"-- ending hand #37 --",2025-11-15T03:52:14.282Z,176317873428202
"""tanaka @ InoI33tFUO"" collected 3600 from pot",2025-11-15T03:52:14.282Z,176317873428201
"Uncalled bet of 1200 returned to ""tanaka @ InoI33tFUO""",2025-11-15T03:52:14.282Z,176317873428200
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:52:13.475Z,176317873347500
"""tanaka @ InoI33tFUO"" bets 1200",2025-11-15T03:52:08.158Z,176317872815800
"Flop:  [Q♠, 2♣, K♦]",2025-11-15T03:52:05.181Z,176317872518100
"""piyo @ 8_zd4NO6-H"" checks",2025-11-15T03:52:04.321Z,176317872432100
"""tanaka @ InoI33tFUO"" calls 1200",2025-11-15T03:51:57.931Z,176317871793100
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:51:47.289Z,176317870728900
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:51:45.555Z,176317870555500
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:51:42.319Z,176317870231900
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:51:40.176Z,176317870017600
"""piyo @ 8_zd4NO6-H"" posts a big blind of 1200",2025-11-15T03:51:38.708Z,176317869870815
"""tanaka @ InoI33tFUO"" posts a small blind of 600",2025-11-15T03:51:38.708Z,176317869870814
"""tanaka @ InoI33tFUO"" posts an ante of 200",2025-11-15T03:51:38.708Z,176317869870813
"""whywaita @ DtjzvbAuKs"" posts an ante of 200",2025-11-15T03:51:38.708Z,176317869870812
"""ANN @ IjVUpuZ9EK"" posts an ante of 200",2025-11-15T03:51:38.708Z,176317869870811
"""wafu @ Oc04ITRF7i"" posts an ante of 200",2025-11-15T03:51:38.708Z,176317869870810
"""ramune @ 3rSQmMhWok"" posts an ante of 200",2025-11-15T03:51:38.708Z,176317869870809
"""piyo @ 8_zd4NO6-H"" posts an ante of 200",2025-11-15T03:51:38.708Z,176317869870808
"Your hand is 6♦, 3♦",2025-11-15T03:51:38.708Z,176317869870806
"Player stacks: #1 ""piyo @ 8_zd4NO6-H"" (49400) | #5 ""ramune @ 3rSQmMhWok"" (29744) | #6 ""wafu @ Oc04ITRF7i"" (60058) | #7 ""ANN @ IjVUpuZ9EK"" (57272) | #9 ""whywaita @ DtjzvbAuKs"" (131084) | #10 ""tanaka @ InoI33tFUO"" (22442)",2025-11-15T03:51:38.708Z,176317869870801
"-- starting hand #37 (id: cjl6ebtfh3bf)  (No Limit Texas Hold'em) (dealer: ""whywaita @ DtjzvbAuKs"") --",2025-11-15T03:51:38.708Z,176317869870800
"-- ending hand #36 --",2025-11-15T03:51:35.706Z,176317869570602
"""whywaita @ DtjzvbAuKs"" collected 3600 from pot",2025-11-15T03:51:35.706Z,176317869570601
"Uncalled bet of 127484 returned to ""whywaita @ DtjzvbAuKs""",2025-11-15T03:51:35.706Z,176317869570600
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:51:34.835Z,176317869483500
"""whywaita @ DtjzvbAuKs"" raises to 128684 and go all in",2025-11-15T03:51:31.742Z,176317869174200
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:51:26.878Z,176317868687800
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:51:25.686Z,176317868568600
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:51:17.787Z,176317867778700
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:51:16.776Z,176317867677600
"""tanaka @ InoI33tFUO"" posts a big blind of 1200",2025-11-15T03:51:13.690Z,176317867369015
"""whywaita @ DtjzvbAuKs"" posts a small blind of 600",2025-11-15T03:51:13.690Z,176317867369014
"""tanaka @ InoI33tFUO"" posts an ante of 200",2025-11-15T03:51:13.690Z,176317867369013
"""whywaita @ DtjzvbAuKs"" posts an ante of 200",2025-11-15T03:51:13.690Z,176317867369012
"""ANN @ IjVUpuZ9EK"" posts an ante of 200",2025-11-15T03:51:13.690Z,176317867369011
"""wafu @ Oc04ITRF7i"" posts an ante of 200",2025-11-15T03:51:13.690Z,176317867369010
"""ramune @ 3rSQmMhWok"" posts an ante of 200",2025-11-15T03:51:13.690Z,176317867369009
"""piyo @ 8_zd4NO6-H"" posts an ante of 200",2025-11-15T03:51:13.690Z,176317867369008
"Your hand is 2♦, 4♦",2025-11-15T03:51:13.690Z,176317867369006
"Player stacks: #1 ""piyo @ 8_zd4NO6-H"" (49600) | #5 ""ramune @ 3rSQmMhWok"" (29944) | #6 ""wafu @ Oc04ITRF7i"" (60258) | #7 ""ANN @ IjVUpuZ9EK"" (57472) | #9 ""whywaita @ DtjzvbAuKs"" (128884) | #10 ""tanaka @ InoI33tFUO"" (23842)",2025-11-15T03:51:13.690Z,176317867369001
"-- starting hand #36 (id: ql1bbz2ycyzv)  (No Limit Texas Hold'em) (dealer: ""ANN @ IjVUpuZ9EK"") --",2025-11-15T03:51:13.690Z,176317867369000
"-- ending hand #35 --",2025-11-15T03:51:10.781Z,176317867078102
"""whywaita @ DtjzvbAuKs"" collected 2400 from pot",2025-11-15T03:51:10.781Z,176317867078101
"Uncalled bet of 600 returned to ""whywaita @ DtjzvbAuKs""",2025-11-15T03:51:10.781Z,176317867078100
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:51:09.929Z,176317866992900
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:51:05.613Z,176317866561300
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:51:02.171Z,176317866217100
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:51:00.982Z,176317866098200
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:50:59.870Z,176317865987000
"""whywaita @ DtjzvbAuKs"" posts a big blind of 1200",2025-11-15T03:50:56.311Z,176317865631115
"""ANN @ IjVUpuZ9EK"" posts a small blind of 600",2025-11-15T03:50:56.311Z,176317865631114
"""tanaka @ InoI33tFUO"" posts an ante of 200",2025-11-15T03:50:56.311Z,176317865631113
"""whywaita @ DtjzvbAuKs"" posts an ante of 200",2025-11-15T03:50:56.311Z,176317865631112
"""ANN @ IjVUpuZ9EK"" posts an ante of 200",2025-11-15T03:50:56.311Z,176317865631111
"""wafu @ Oc04ITRF7i"" posts an ante of 200",2025-11-15T03:50:56.311Z,176317865631110
"""ramune @ 3rSQmMhWok"" posts an ante of 200",2025-11-15T03:50:56.311Z,176317865631109
"""piyo @ 8_zd4NO6-H"" posts an ante of 200",2025-11-15T03:50:56.311Z,176317865631108
"Your hand is Q♦, 4♠",2025-11-15T03:50:56.311Z,176317865631106
"Player stacks: #1 ""piyo @ 8_zd4NO6-H"" (49800) | #5 ""ramune @ 3rSQmMhWok"" (30144) | #6 ""wafu @ Oc04ITRF7i"" (60458) | #7 ""ANN @ IjVUpuZ9EK"" (58272) | #9 ""whywaita @ DtjzvbAuKs"" (127284) | #10 ""tanaka @ InoI33tFUO"" (24042)",2025-11-15T03:50:56.311Z,176317865631101
"-- starting hand #35 (id: qhytxzq4v1ap)  (No Limit Texas Hold'em) (dealer: ""wafu @ Oc04ITRF7i"") --",2025-11-15T03:50:56.311Z,176317865631100
"-- ending hand #34 --",2025-11-15T03:50:53.400Z,176317865340002
"""whywaita @ DtjzvbAuKs"" collected 6600 from pot",2025-11-15T03:50:53.400Z,176317865340001
"Uncalled bet of 3000 returned to ""whywaita @ DtjzvbAuKs""",2025-11-15T03:50:53.400Z,176317865340000
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:50:52.541Z,176317865254100
"""whywaita @ DtjzvbAuKs"" bets 3000",2025-11-15T03:50:39.237Z,176317863923700
"""ANN @ IjVUpuZ9EK"" checks",2025-11-15T03:50:27.560Z,176317862756000
"Turn: 5♣, 4♦, J♥ [K♥]",2025-11-15T03:50:24.296Z,176317862429600
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T03:50:23.489Z,176317862348900
"""ANN @ IjVUpuZ9EK"" checks",2025-11-15T03:50:10.948Z,176317861094800
"Flop:  [5♣, 4♦, J♥]",2025-11-15T03:50:06.789Z,176317860678900
"""ANN @ IjVUpuZ9EK"" calls 2400",2025-11-15T03:50:05.902Z,176317860590200
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:49:57.911Z,176317859791100
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:49:54.738Z,176317859473800
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:49:53.694Z,176317859369400
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:49:52.544Z,176317859254400
"""whywaita @ DtjzvbAuKs"" raises to 2400",2025-11-15T03:49:51.056Z,176317859105600
"""ANN @ IjVUpuZ9EK"" posts a big blind of 1200",2025-11-15T03:49:46.920Z,176317858692016
"""wafu @ Oc04ITRF7i"" posts a small blind of 600",2025-11-15T03:49:46.920Z,176317858692015
"""tanaka @ InoI33tFUO"" posts an ante of 200",2025-11-15T03:49:46.920Z,176317858692014
"""whywaita @ DtjzvbAuKs"" posts an ante of 200",2025-11-15T03:49:46.920Z,176317858692013
"""ANN @ IjVUpuZ9EK"" posts an ante of 200",2025-11-15T03:49:46.920Z,176317858692012
"""wafu @ Oc04ITRF7i"" posts an ante of 200",2025-11-15T03:49:46.920Z,176317858692011
"""ramune @ 3rSQmMhWok"" posts an ante of 200",2025-11-15T03:49:46.920Z,176317858692010
"""piyo @ 8_zd4NO6-H"" posts an ante of 200",2025-11-15T03:49:46.920Z,176317858692009
"Your hand is 10♥, J♦",2025-11-15T03:49:46.920Z,176317858692007
"Player stacks: #1 ""piyo @ 8_zd4NO6-H"" (50000) | #5 ""ramune @ 3rSQmMhWok"" (30344) | #6 ""wafu @ Oc04ITRF7i"" (61258) | #7 ""ANN @ IjVUpuZ9EK"" (60872) | #9 ""whywaita @ DtjzvbAuKs"" (123284) | #10 ""tanaka @ InoI33tFUO"" (24242)",2025-11-15T03:49:46.920Z,176317858692002
"-- starting hand #34 (id: wqriqghsxwab)  (No Limit Texas Hold'em) (dealer: ""ramune @ 3rSQmMhWok"") --",2025-11-15T03:49:46.920Z,176317858692001
"The player ""piyo @ 8_zd4NO6-H"" joined the game with a stack of 50000.",2025-11-15T03:49:46.920Z,176317858692000
"-- ending hand #33 --",2025-11-15T03:49:44.016Z,176317858401602
"""tanaka @ InoI33tFUO"" collected 7600 from pot",2025-11-15T03:49:44.016Z,176317858401601
"Uncalled bet of 16642 returned to ""tanaka @ InoI33tFUO""",2025-11-15T03:49:44.016Z,176317858401600
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:49:43.193Z,176317858319300
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:49:42.037Z,176317858203700
"The player ""piyo @ 8_zd4NO6-H"" sit back with the stack of 50000.",2025-11-15T03:49:37.776Z,176317857777600
"The player ""piyo @ 8_zd4NO6-H"" stand up with the stack of 50000.",2025-11-15T03:49:30.912Z,176317857091201
"The admin approved the player ""piyo @ 8_zd4NO6-H"" participation with a stack of 50000.",2025-11-15T03:49:30.912Z,176317857091200
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:49:29.493Z,176317856949300
"""tanaka @ InoI33tFUO"" raises to 19042 and go all in",2025-11-15T03:49:28.458Z,176317856845800
"The player ""piyo @ 8_zd4NO6-H"" requested a seat.",2025-11-15T03:49:25.216Z,176317856521600
"""whywaita @ DtjzvbAuKs"" raises to 2400",2025-11-15T03:49:19.980Z,176317855998000
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:49:15.252Z,176317855525200
"""wafu @ Oc04ITRF7i"" posts a big blind of 1200",2025-11-15T03:49:12.992Z,176317855299214
"""ramune @ 3rSQmMhWok"" posts a small blind of 600",2025-11-15T03:49:12.992Z,176317855299213
"""tanaka @ InoI33tFUO"" posts an ante of 200",2025-11-15T03:49:12.992Z,176317855299212
"""whywaita @ DtjzvbAuKs"" posts an ante of 200",2025-11-15T03:49:12.992Z,176317855299211
"""ANN @ IjVUpuZ9EK"" posts an ante of 200",2025-11-15T03:49:12.992Z,176317855299210
"""wafu @ Oc04ITRF7i"" posts an ante of 200",2025-11-15T03:49:12.992Z,176317855299209
"""ramune @ 3rSQmMhWok"" posts an ante of 200",2025-11-15T03:49:12.992Z,176317855299208
"Your hand is 6♦, 4♠",2025-11-15T03:49:12.992Z,176317855299206
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (31144) | #6 ""wafu @ Oc04ITRF7i"" (62658) | #7 ""ANN @ IjVUpuZ9EK"" (61072) | #9 ""whywaita @ DtjzvbAuKs"" (125884) | #10 ""tanaka @ InoI33tFUO"" (19242)",2025-11-15T03:49:12.992Z,176317855299202
"-- starting hand #33 (id: lpvp9agtzc92)  (No Limit Texas Hold'em) (dead button) --",2025-11-15T03:49:12.992Z,176317855299201
"The player ""piyo @ 8_zd4NO6-H"" quits the game with a stack of 0.",2025-11-15T03:49:12.992Z,176317855299200
"-- ending hand #32 --",2025-11-15T03:49:06.988Z,176317854698801
"""whywaita @ DtjzvbAuKs"" collected 86262 from pot with Pair, Q's (combination: Q♦, Q♠, J♦, 9♥, 8♠)",2025-11-15T03:49:06.988Z,176317854698800
"River: 2♠, 7♠, 9♥, 8♠ [J♦]",2025-11-15T03:49:02.964Z,176317854296400
"Turn: 2♠, 7♠, 9♥ [8♠]",2025-11-15T03:48:58.929Z,176317853892900
"Flop:  [2♠, 7♠, 9♥]",2025-11-15T03:48:54.926Z,176317853492600
"""whywaita @ DtjzvbAuKs"" shows a Q♦, Q♠.",2025-11-15T03:48:50.894Z,176317853089401
"""piyo @ 8_zd4NO6-H"" shows a K♥, A♦.",2025-11-15T03:48:50.894Z,176317853089400
"""whywaita @ DtjzvbAuKs"" calls 40731",2025-11-15T03:48:50.066Z,176317853006600
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:48:47.829Z,176317852782900
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:48:46.491Z,176317852649100
"""piyo @ 8_zd4NO6-H"" raises to 40731 and go all in",2025-11-15T03:48:45.383Z,176317852538300
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:48:30.948Z,176317851094800
"""whywaita @ DtjzvbAuKs"" raises to 9600",2025-11-15T03:48:29.844Z,176317850984400
"""ANN @ IjVUpuZ9EK"" raises to 2400",2025-11-15T03:48:16.913Z,176317849691300
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:48:11.941Z,176317849194100
"""ramune @ 3rSQmMhWok"" posts a big blind of 1200",2025-11-15T03:48:07.028Z,176317848702815
"""piyo @ 8_zd4NO6-H"" posts a small blind of 600",2025-11-15T03:48:07.028Z,176317848702814
"""tanaka @ InoI33tFUO"" posts an ante of 200",2025-11-15T03:48:07.028Z,176317848702813
"""whywaita @ DtjzvbAuKs"" posts an ante of 200",2025-11-15T03:48:07.028Z,176317848702812
"""ANN @ IjVUpuZ9EK"" posts an ante of 200",2025-11-15T03:48:07.028Z,176317848702811
"""wafu @ Oc04ITRF7i"" posts an ante of 200",2025-11-15T03:48:07.028Z,176317848702810
"""ramune @ 3rSQmMhWok"" posts an ante of 200",2025-11-15T03:48:07.028Z,176317848702809
"""piyo @ 8_zd4NO6-H"" posts an ante of 200",2025-11-15T03:48:07.028Z,176317848702808
"Your hand is Q♦, Q♠",2025-11-15T03:48:07.028Z,176317848702806
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (40931) | #5 ""ramune @ 3rSQmMhWok"" (32544) | #6 ""wafu @ Oc04ITRF7i"" (62858) | #7 ""ANN @ IjVUpuZ9EK"" (63672) | #9 ""whywaita @ DtjzvbAuKs"" (80553) | #10 ""tanaka @ InoI33tFUO"" (19442)",2025-11-15T03:48:07.028Z,176317848702801
"-- starting hand #32 (id: zkt3xynsranc)  (No Limit Texas Hold'em) (dealer: ""tanaka @ InoI33tFUO"") --",2025-11-15T03:48:07.028Z,176317848702800
"-- ending hand #31 --",2025-11-15T03:48:00.998Z,176317848099803
"""ANN @ IjVUpuZ9EK"" shows a A♦, 9♥.",2025-11-15T03:48:00.998Z,176317848099802
"""ramune @ 3rSQmMhWok"" collected 32544 from pot with Pair, J's (combination: J♠, J♦, A♣, 9♣, 5♣)",2025-11-15T03:48:00.998Z,176317848099801
"""ramune @ 3rSQmMhWok"" shows a J♠, A♣.",2025-11-15T03:48:00.998Z,176317848099800
"""ANN @ IjVUpuZ9EK"" calls 9972",2025-11-15T03:48:00.169Z,176317848016900
"""ramune @ 3rSQmMhWok"" bets 9972 and go all in",2025-11-15T03:47:49.652Z,176317846965200
"River: 2♦, 5♣, 3♥, J♦ [9♣]",2025-11-15T03:47:41.152Z,176317846115200
"""ANN @ IjVUpuZ9EK"" calls 2400",2025-11-15T03:47:40.266Z,176317846026600
"""ramune @ 3rSQmMhWok"" bets 2400",2025-11-15T03:47:32.661Z,176317845266100
"Turn: 2♦, 5♣, 3♥ [J♦]",2025-11-15T03:47:21.814Z,176317844181400
"""ANN @ IjVUpuZ9EK"" checks",2025-11-15T03:47:21.008Z,176317844100800
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:47:17.468Z,176317843746800
"Flop:  [2♦, 5♣, 3♥]",2025-11-15T03:47:07.759Z,176317842775900
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:47:06.950Z,176317842695000
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:47:05.432Z,176317842543200
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:47:03.383Z,176317842338300
"""ANN @ IjVUpuZ9EK"" calls 2400",2025-11-15T03:47:02.267Z,176317842226700
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:46:54.400Z,176317841440000
"""ramune @ 3rSQmMhWok"" raises to 2400",2025-11-15T03:46:48.722Z,176317840872200
"""piyo @ 8_zd4NO6-H"" posts a big blind of 1200",2025-11-15T03:46:45.560Z,176317840556018
"""tanaka @ InoI33tFUO"" posts a small blind of 600",2025-11-15T03:46:45.560Z,176317840556017
"""tanaka @ InoI33tFUO"" posts an ante of 200",2025-11-15T03:46:45.560Z,176317840556016
"""whywaita @ DtjzvbAuKs"" posts an ante of 200",2025-11-15T03:46:45.560Z,176317840556015
"""ANN @ IjVUpuZ9EK"" posts an ante of 200",2025-11-15T03:46:45.560Z,176317840556014
"""wafu @ Oc04ITRF7i"" posts an ante of 200",2025-11-15T03:46:45.560Z,176317840556013
"""ramune @ 3rSQmMhWok"" posts an ante of 200",2025-11-15T03:46:45.560Z,176317840556012
"""piyo @ 8_zd4NO6-H"" posts an ante of 200",2025-11-15T03:46:45.560Z,176317840556011
"Your hand is 10♠, 6♠",2025-11-15T03:46:45.560Z,176317840556009
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (42331) | #5 ""ramune @ 3rSQmMhWok"" (14972) | #6 ""wafu @ Oc04ITRF7i"" (63058) | #7 ""ANN @ IjVUpuZ9EK"" (78644) | #9 ""whywaita @ DtjzvbAuKs"" (80753) | #10 ""tanaka @ InoI33tFUO"" (20242)",2025-11-15T03:46:45.560Z,176317840556004
"-- starting hand #31 (id: juh8qa9zzzm0)  (No Limit Texas Hold'em) (dealer: ""whywaita @ DtjzvbAuKs"") --",2025-11-15T03:46:45.560Z,176317840556003
"The game's ante was changed from 133 to 200.",2025-11-15T03:46:45.560Z,176317840556002
"The game's big blind was changed from 800 to 1200.",2025-11-15T03:46:45.560Z,176317840556001
"The game's small blind was changed from 400 to 600.",2025-11-15T03:46:45.560Z,176317840556000
"-- ending hand #30 --",2025-11-15T03:46:39.557Z,176317839955701
"""tanaka @ InoI33tFUO"" collected 20242 from pot with Full House, 7's over K's (combination: 7♦, 7♥, 7♠, K♣, K♥)",2025-11-15T03:46:39.557Z,176317839955700
"River: 7♥, K♣, K♥, 3♥ [7♠]",2025-11-15T03:46:35.553Z,176317839555300
"Turn: 7♥, K♣, K♥ [3♥]",2025-11-15T03:46:31.520Z,176317839152000
"""tanaka @ InoI33tFUO"" shows a A♣, 7♦.",2025-11-15T03:46:27.498Z,176317838749802
"""ramune @ 3rSQmMhWok"" shows a A♥, Q♥.",2025-11-15T03:46:27.498Z,176317838749801
"Uncalled bet of 14972 returned to ""ramune @ 3rSQmMhWok""",2025-11-15T03:46:27.498Z,176317838749800
"""tanaka @ InoI33tFUO"" calls 7762 and go all in",2025-11-15T03:46:26.653Z,176317838665300
"""ramune @ 3rSQmMhWok"" raises to 22734 and go all in",2025-11-15T03:46:20.808Z,176317838080800
"""tanaka @ InoI33tFUO"" raises to 2445",2025-11-15T03:46:00.262Z,176317836026200
"""ramune @ 3rSQmMhWok"" bets 800",2025-11-15T03:45:45.021Z,176317834502100
"""tanaka @ InoI33tFUO"" checks",2025-11-15T03:45:41.926Z,176317834192600
"Flop:  [7♥, K♣, K♥]",2025-11-15T03:45:36.896Z,176317833689600
"""tanaka @ InoI33tFUO"" calls 1760",2025-11-15T03:45:36.074Z,176317833607400
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:45:22.616Z,176317832261600
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:45:21.405Z,176317832140500
